turkish;0.0000;0.0000;28.1783;12.7133;0.0348;46.0467;12.8178;0.2090;129.9377
turkish;0.0000;0.5392;25.1961;14.7549;0.2941;43.3824;14.9510;0.8824;131.5113
turkish;0.0000;0.8046;31.4943;10.3448;0.8046;45.1724;10.8046;0.5747;124.0741
turkish;0.0000;0.1399;25.3846;15.7343;0.1399;42.8671;15.0350;0.6993;133.0155
turkish;0.0000;0.2672;26.0521;14.4957;0.2004;43.4202;14.9633;0.6012;129.8265
turkish;0.0000;0.4917;26.3862;14.0945;0.5190;44.0590;14.3130;0.1366;131.0283
turkish;0.0000;0.2582;25.9610;14.6299;0.2582;43.6890;14.8594;0.3442;131.3992
turkish;0.0000;0.6568;25.9442;14.6141;0.8210;43.5140;14.1215;0.3284;130.7087
turkish;0.0000;0.2691;25.3644;14.8912;0.3364;44.4270;14.4651;0.2467;130.7259
turkish;0.0000;0.0775;28.2642;12.9407;0.0775;44.8470;13.3863;0.4068;128.6553
turkish;0.0000;0.6608;27.7533;13.4361;1.1013;43.3921;13.4361;0.2203;125.9928
turkish;0.0000;0.1732;22.6840;16.4502;0.1732;42.5108;16.4502;1.5584;141.6296
turkish;0.0000;0.5673;27.1475;13.4522;0.5673;44.3274;13.6953;0.2431;129.3651
turkish;0.0000;0.1224;26.9850;13.9384;0.1749;44.4211;13.9384;0.4197;130.5644
turkish;0.0000;0.0728;26.9221;14.1887;0.0970;44.4094;13.9947;0.3153;130.0544
turkish;0.0000;0.0495;26.2871;14.8020;0.0495;42.6238;15.1980;0.9901;128.5714
turkish;0.0000;0.1715;26.2752;14.4878;0.1715;44.4492;14.1877;0.2572;131.9239
turkish;0.0000;0.4631;26.9315;13.6242;0.5362;44.6503;13.7217;0.0731;129.9394
turkish;0.0370;0.1848;25.7576;14.3385;1.1826;43.8655;14.2646;0.3695;129.4250
turkish;0.0000;0.8850;27.6106;12.5664;2.4779;44.0708;12.3894;0.0000;125.4054
turkish;0.0000;0.3118;26.1024;13.8530;0.3118;44.2316;14.9220;0.2673;132.6937
turkish;0.0000;0.1326;24.9337;14.9867;0.1326;44.2087;15.4288;0.1768;135.5958
turkish;0.0000;0.1637;25.1801;14.9967;0.1637;43.8114;14.8003;0.8841;134.7924
turkish;0.0000;0.3741;23.0673;16.0848;0.3741;42.0200;17.4564;0.6234;137.3444
turkish;0.0000;0.0800;25.7996;14.5789;0.1066;44.2697;14.7655;0.3998;133.6315
turkish;0.0000;0.3088;28.2553;13.4843;0.3088;43.6953;13.7416;0.2059;125.6410
turkish;0.0000;0.0000;27.9950;12.8120;0.0000;45.7987;13.3111;0.0832;129.4197
turkish;0.0000;0.0528;25.5679;15.0555;0.1057;43.5288;15.0026;0.6867;129.8570
turkish;0.0000;0.1542;25.8802;14.7520;0.1799;43.7163;14.9062;0.4112;130.4549
turkish;0.0000;0.1351;28.8609;13.1472;0.1351;44.3944;12.0666;1.2607;129.6066
turkish;0.0000;0.1746;25.7492;14.8385;0.1746;43.3809;14.5767;1.1056;128.6041
turkish;0.0000;0.1069;25.2316;15.0036;0.1426;43.8703;14.7897;0.8553;133.4101
turkish;0.0000;0.2964;26.6469;13.7352;0.3294;45.1910;13.4717;0.3294;130.3942
turkish;0.0000;0.2288;26.0870;14.3783;0.1144;44.4699;14.3021;0.4195;131.6218
turkish;0.0000;0.3150;24.9869;15.3281;0.3150;43.7270;14.9606;0.3675;132.3308
turkish;0.0000;1.0742;27.0508;12.8906;2.2461;43.2617;12.9883;0.4883;126.2997
turkish;0.0000;0.1977;24.7776;15.1895;0.1647;43.9868;15.3871;0.2965;132.7931
turkish;0.0416;0.2497;24.3862;15.3142;0.3329;43.8618;15.0645;0.7491;135.0171
turkish;0.0000;0.2496;23.8503;15.8289;0.2852;42.8877;15.6863;1.2121;134.3023
turkish;0.0000;0.1336;24.3653;15.1893;0.1336;43.6080;15.4120;1.1581;134.3931
turkish;0.0000;0.3084;23.4802;16.4317;0.3965;42.5110;16.0352;0.8370;133.1429
turkish;0.0000;0.2287;26.3007;14.9800;0.2859;42.7101;14.8085;0.6861;127.5482
turkish;0.0000;0.0000;25.7156;14.9932;0.0000;43.7074;15.4475;0.1363;131.6692
turkish;0.0000;0.2247;24.8315;16.2921;0.2247;42.5843;15.5056;0.3371;131.6574
turkish;0.0279;0.2793;24.7138;15.9453;0.3072;42.1670;15.6660;0.8936;130.3030
turkish;0.0000;0.5658;24.6110;15.5587;0.6365;42.2914;15.1344;1.2023;133.6047
